0000000000000000000c4c295ecd01d00f0a9c1781594a17a0e5fbe411d1a660,805298176,0000000000000000000d7dfc95941b2a6e3d1ddad669ec1ea13c97c0a6930646,59c88a62db505b06be1539ed963a4db7ee2143e8acb57b5df980b5e6ea856a04,1603422026,-1410033044,653901
0000000000000000000d7dfc95941b2a6e3d1ddad669ec1ea13c97c0a6930646,1073733632,0000000000000000000a038bb6dd2836bb8a389c83b28a84f08b738135f62325,f71815c631a6f83be79f791160c43b9e24a465c59d7acac6192a951a042fcb04,1603421037,424856378,653900
0000000000000000000a038bb6dd2836bb8a389c83b28a84f08b738135f62325,541065216,00000000000000000009ba35d7472e363521a185c4c021016c2463d3f88b5e62,7381bdbd3352b057f00fe75fc7fd95a3b9ae1e53404dab8b1d72a8dd48c2791a,1603420595,-794401035,653899
00000000000000000009ba35d7472e363521a185c4c021016c2463d3f88b5e62,543162368,00000000000000000009a8b3e35e76187c2f272f377144fa04f37c95ebc71a39,0c3d8402d3bb76d7dbcda7d16897d5c022df4c45eaad5016ad8e345299e170fc,1603420582,1428466974,653898
00000000000000000009a8b3e35e76187c2f272f377144fa04f37c95ebc71a39,536870912,00000000000000000002e1fb7200e6692dde9fd036cc3673ef2c21587e7dbbd9,895fb3544669be522176f465032bcf78125da3ca70dca674fa241c201ac6569f,1603419118,-1133563372,653897
00000000000000000002e1fb7200e6692dde9fd036cc3673ef2c21587e7dbbd9,541065216,000000000000000000005fe691de62f153cc6b6eb3e004d37f4225862c703d60,4e0ceb66e0643325f543d43c0d38b898261343532207aeb4937e480f22b14b2e,1603417764,645911446,653896
000000000000000000005fe691de62f153cc6b6eb3e004d37f4225862c703d60,549453824,0000000000000000000a3412b41d0756761a894a002d7b5d80ebe3df42b34b84,221a36d3e8a69df28de33e35ce9c0553b136c6946763dede08fcd497b598fb81,1603416943,1833773553,653895
0000000000000000000a3412b41d0756761a894a002d7b5d80ebe3df42b34b84,545259520,0000000000000000000757b28fd73c503950a1933fbca174c9cc0738ee962226,00902d17555f7668ae6311e6b1d50f8cdfa1d58b2b8a4606157607f42c2e03dd,1603416869,-943124436,653894
0000000000000000000757b28fd73c503950a1933fbca174c9cc0738ee962226,536928256,0000000000000000000b0d28eb64ab9ad8e38e7f508d978df46e090dabf1a1fb,3250520b4b1204f54619304d68e142f2d609cb13cd7e76c759c55e139c7cb3d1,1603411556,-1906932365,653893
0000000000000000000b0d28eb64ab9ad8e38e7f508d978df46e090dabf1a1fb,541065216,00000000000000000006dda9fba18a496b68a91a8ed17033c7a8a16fc99d3d86,152c04654d3c5c4d6ece57febd9a2f2676d05345653940537a056692b0d735cc,1603411330,1027780630,653892
